CHEBI:"carbon monoxide"	positiveCorrelation	MGI:Hpx
CHEBI:"carbon monoxide"	positiveCorrelation	MGI:Prdx2
CHEBI:"carbonyl group"	positiveCorrelation	MESH:"Plaque, Atherosclerotic"
CHEBI:"deoxyribonucleic acid"	negativeCorrelation	CHEBI:heme
CHEBI:"desferrioxamine B"	decreases	MESH:Hemolysis
CHEBI:"desferrioxamine B"	decreasesAmountOf	MESH:"Bacterial Load"
CHEBI:"desferrioxamine B"	decreasesAmountOf	MGI:Ftl1
CHEBI:"desferrioxamine B"	decreasesAmountOf	MGI:Slc40a1
CHEBI:"desferrioxamine B"	negativeCorrelation	GO:"necroptotic process"
CHEBI:"desferrioxamine B"	negativeCorrelation	HGNC:CD163
CHEBI:"desferrioxamine B"	negativeCorrelation	HGNC:HMOX1
CHEBI:"desferrioxamine B"	negativeCorrelation	HM:"macrophage M1 polarization"
CHEBI:"desferrioxamine B"	negativeCorrelation	MESH:"Brain Edema"
CHEBI:"desferrioxamine B"	negativeCorrelation	MESH:"Complement Membrane Attack Complex"
CHEBI:"desferrioxamine B"	negativeCorrelation	MESH:Hematoma
CHEBI:"desferrioxamine B"	negativeCorrelation	MESH:Hydrocephalus
CHEBI:"desferrioxamine B"	partOf	complex(a(CHEBI:"desferrioxamine B"), a(CHEBI:heme))
CHEBI:"desferrioxamine B"	positiveCorrelation	HGNC:CD47
CHEBI:"desferrioxamine B"	positiveCorrelation	HGNC:HBB
CHEBI:"hydrogen peroxide"	increasesAmountOf	MESH:"Oxidative Stress"
CHEBI:"hydrogen peroxide"	negativeCorrelation	HGNC:PRDX2
CHEBI:"hydrogen peroxide"	negativeCorrelation	MGI:Prdx2
CHEBI:"hydrogen peroxide"	negativeCorrelation	PFAM:GSHPx
CHEBI:"hydrogen peroxide"	partOf	complex(a(CHEBI:"hydrogen peroxide"), a(CHEBI:heme))
CHEBI:"hydrogen peroxide"	partOf	complex(a(CHEBI:"hydrogen peroxide"), a(CHEBI:heme), a(CHEBI:nitrite))
CHEBI:"hydrogen peroxide"	positiveCorrelation	CHEBI:heme
CHEBI:"hydrogen peroxide"	positiveCorrelation	CHEBI:methemoglobin
CHEBI:"hydrogen peroxide"	positiveCorrelation	MESH:Hemolysis
CHEBI:"hydrogen peroxide"	positiveCorrelation	MGI:Prdx2
CHEBI:"iron coordination entity"	positiveCorrelation	MESH:Cytokines
CHEBI:"iron trichloride"	negativeCorrelation	HM:"Endothelial dysfunction"
CHEBI:"iron trichloride"	partOf	complex(a(CHEBI:"iron trichloride"), a(CHEBI:methemoglobin))
CHEBI:"iron trichloride"	positiveCorrelation	GO:"leukocyte adhesion to vascular endothelial cell"
CHEBI:"iron trichloride"	positiveCorrelation	HGNC:HBB
CHEBI:"iron trichloride"	positiveCorrelation	HM:"Endothelial dysfunction"
CHEBI:"iron trichloride"	positiveCorrelation	HM:Thrombus
CHEBI:"iron trichloride"	positiveCorrelation	MESH:"Lipid Peroxidation"
CHEBI:"iron trichloride"	positiveCorrelation	MESH:"Platelet Adhesiveness"
CHEBI:"iron trichloride"	positiveCorrelation	MESH:"Vascular System Injuries"
CHEBI:"iron trichloride"	positiveCorrelation	MESH:Hemolysis
CHEBI:"iron(2+)"	activityDirectlyNegativelyRegulatesActivityOf	CHEBI:antioxidant
CHEBI:"iron(2+)"	decreasesAmountOf	CHEBI:"nitric oxide"
CHEBI:"iron(2+)"	decreasesAmountOf	MESH:Vasodilation
CHEBI:"iron(2+)"	increases	MESH:Inflammation
CHEBI:"iron(2+)"	increases	MESH:Thrombosis
CHEBI:"iron(2+)"	increasesAmountOf	GO:"cell proliferation"
CHEBI:"iron(2+)"	increasesAmountOf	GO:"inflammatory response"
CHEBI:"iron(2+)"	increasesAmountOf	MESH:"Cell Adhesion Molecules"
CHEBI:"iron(2+)"	increasesAmountOf	MESH:"Platelet Activation"
CHEBI:"iron(2+)"	increasesAmountOf	MESH:"Reactive Oxygen Species"
CHEBI:"iron(2+)"	negativeCorrelation	CHEBI:heme
CHEBI:"iron(2+)"	partOf	complex(a(CHEBI:"carbon monoxide"), a(CHEBI:"iron(2+)"), a(CHEBI:biliverdin))
CHEBI:"iron(2+)"	partOf	complex(a(CHEBI:"iron(2+)"), a(CHEBI:heme), a(MESH:"Reactive Oxygen Species"))
CHEBI:"iron(2+)"	positiveCorrelation	CHEBI:"lead nitrate"
CHEBI:"iron(2+)"	positiveCorrelation	CHEBI:heme
CHEBI:"iron(2+)"	positiveCorrelation	CHEBI:lipopolysaccharide
CHEBI:"iron(2+)"	positiveCorrelation	GO:"inflammatory response"
CHEBI:"iron(2+)"	positiveCorrelation	HM:"macrophage M1 polarization"
CHEBI:"iron(2+)"	positiveCorrelation	HM:"ruptured complicated lesions"
CHEBI:"iron(2+)"	positiveCorrelation	HM:"stored erythrocytes"
CHEBI:"iron(2+)"	positiveCorrelation	HP:"Intraventricular hemorrhage"
CHEBI:"iron(2+)"	positiveCorrelation	HP:"Myocardial infarction"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Blood Transfusion"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Cytotoxicity, Immunologic"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Free Radicals"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Oxidative Stress"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Plaque, Atherosclerotic"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Platelet Activation"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Porphyria, Erythropoietic"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:"Vascular Diseases"
CHEBI:"iron(2+)"	positiveCorrelation	MESH:Hydrocephalus
CHEBI:"iron(2+)"	positiveCorrelation	MESH:Inflammation
CHEBI:"iron(2+)"	positiveCorrelation	MESH:Thrombosis
CHEBI:"iron(2+)"	positiveCorrelation	MGI:Slc40a1
CHEBI:"lead nitrate"	decreasesAmountOf	CHEBI:heme
CHEBI:"lead nitrate"	decreasesAmountOf	MESH:Hematocrit
CHEBI:"lead nitrate"	increasesAmountOf	CHEBI:bilirubin
CHEBI:"lead nitrate"	increasesAmountOf	MESH:"Erythrocyte Volume"
CHEBI:"lead nitrate"	increasesAmountOf	MESH:Reticulocytes
CHEBI:"lead nitrate"	increasesAmountOf	MGI:Ly76
CHEBI:"lead nitrate"	negativeCorrelation	GO:"erythrocyte differentiation"
CHEBI:"lead nitrate"	positiveCorrelation	CHEBI:"iron(2+)"
CHEBI:"lead nitrate"	positiveCorrelation	GO:"erythrocyte apoptotic process"
CHEBI:"lead nitrate"	positiveCorrelation	MESH:"Hematopoiesis, Extramedullary"
CHEBI:"lead nitrate"	positiveCorrelation	MESH:Anemia
CHEBI:"lead nitrate"	positiveCorrelation	MESH:Erythroblasts
CHEBI:"lead nitrate"	positiveCorrelation	MESH:Erythropoiesis
CHEBI:"lead nitrate"	positiveCorrelation	MESH:Megakaryocytes
CHEBI:"lead nitrate"	positiveCorrelation	MGI:Hamp
CHEBI:"lead(2+)"	decreasesAmountOf	GO:"erythrocyte differentiation"
CHEBI:"lead(2+)"	decreasesAmountOf	GO:"erythrocyte enucleation"
CHEBI:"lead(2+)"	partOf	complex(a(CHEBI:"lead(2+)"), a(CHEBI:thiol))
CHEBI:"leukotriene B4"	activityDirectlyPositivelyRegulatesActivityOf	MESH:Leukocytes
CHEBI:"leukotriene B4"	increasesAmountOf	GO:"neutrophil migration"
CHEBI:"lipid hydroperoxide"	increasesAmountOf	HGNC:HBB
CHEBI:"lipid hydroperoxide"	negativeCorrelation	MGI:Prdx2
CHEBI:"lipid hydroperoxide"	positiveCorrelation	HM:"Atheromatous lesions"
CHEBI:"lipid hydroperoxide"	positiveCorrelation	HM:"Erythrocytes, lysed"
CHEBI:"lipid hydroperoxide"	positiveCorrelation	HM:"ruptured complicated lesions"
CHEBI:"low-density lipoprotein"	positiveCorrelation	MESH:"Plaque, Atherosclerotic"
CHEBI:"monounsaturated fatty acid"	positiveCorrelation	HM:"Atheroma lipid"
CHEBI:"nitric oxide"	decreases	MESH:"Platelet Aggregation"
CHEBI:"nitric oxide"	decreases	MESH:Inflammation
CHEBI:"nitric oxide"	decreases	MESH:Thrombosis
CHEBI:"nitric oxide"	decreasesAmountOf	GO:"endothelial cell activation"
CHEBI:"nitric oxide"	decreasesAmountOf	MESH:"Cell Adhesion Molecules"
CHEBI:"nitric oxide"	decreasesAmountOf	MESH:"Platelet Activation"
CHEBI:"nitric oxide"	decreasesAmountOf	MESH:"Platelet Aggregation"
CHEBI:"nitric oxide"	increases	MESH:"Clot Retraction"
CHEBI:"nitric oxide"	increasesAmountOf	CHEBI:"3',5'-cyclic GMP"
CHEBI:"nitric oxide"	increasesAmountOf	GO:"relaxation of smooth muscle"
CHEBI:"nitric oxide"	increasesAmountOf	GO:vasoconstriction
CHEBI:"nitric oxide"	negativeCorrelation	CHEBI:heme
CHEBI:"nitric oxide"	negativeCorrelation	GO:vasoconstriction
CHEBI:"nitric oxide"	negativeCorrelation	HGNC:HBB
CHEBI:"nitric oxide"	partOf	complex(a(CHEBI:"nitric oxide"), p(HGNC:HBB))
CHEBI:"oxidised LDL"	increases	HM:"Endothelial dysfunction"
CHEBI:"oxidised LDL"	increasesAmountOf	HGNC:HMOX1
CHEBI:"oxidised LDL"	increasesAmountOf	HM:"Erythrocytes, lysed"
CHEBI:"oxidised LDL"	increasesAmountOf	PFAM:Ferritin
CHEBI:"oxidised LDL"	partOf	complex(a(CHEBI:"oxidised LDL"), a(MESH:"Glutathione Peroxidase"))
CHEBI:"oxidised LDL"	positiveCorrelation	CHEBI:heme
CHEBI:"oxidised LDL"	positiveCorrelation	MESH:"Cytotoxicity, Immunologic"
CHEBI:"oxygen radical"	positiveCorrelation	MESH:Sepsis
CHEBI:"phosphatidyl-L-serine"	decreasesAmountOf	CHEBI:"nitric oxide"
CHEBI:"phosphatidyl-L-serine"	increases	MESH:Hemolysis
CHEBI:"phosphatidyl-L-serine"	increases	MESH:Thrombosis
CHEBI:"phosphatidyl-L-serine"	negativeCorrelation	HM:"Atheroma lipid"
CHEBI:"phosphatidyl-L-serine"	positiveCorrelation	CHEBI:Thrombin
CHEBI:"phosphatidyl-L-serine"	positiveCorrelation	HP:Hypercoagulability
CHEBI:"phosphatidyl-L-serine"	positiveCorrelation	MESH:"Blood Coagulation"
CHEBI:"phosphatidyl-L-serine"	positiveCorrelation	MESH:"Erythrocytes, Abnormal"
CHEBI:"phosphatidyl-L-serine"	positiveCorrelation	MESH:Eryptosis
CHEBI:"phosphatidyl-L-serine"	positiveCorrelation	MESH:Thrombosis
CHEBI:"tin atom"	partOf	complex(a(CHEBI:"tin atom"), a(CHEBI:protoporphyrin))
CHEBI:"zinc protoporphyrin"	activityDirectlyNegativelyRegulatesActivityOf	RGD:Hmox1
CHEBI:"zinc(2+)"	increasesAmountOf	CHEBI:"phosphatidyl-L-serine"
CHEBI:"zinc(2+)"	increasesAmountOf	HM:"erythrocyte-endothelium adhesion"
CHEBI:"zinc(2+)"	increasesAmountOf	MESH:"Erythrocyte Aggregation"
CHEBI:ATP	positiveCorrelation	HGNC:HPX
CHEBI:TEMPO	decreasesAmountOf	GO:"necroptotic process"
CHEBI:TEMPO	decreasesAmountOf	HGNC:TNF
CHEBI:Thrombin	positiveCorrelation	CHEBI:"phosphatidyl-L-serine"
CHEBI:Thrombin	positiveCorrelation	HM:schistocytosis
CHEBI:Thrombin	positiveCorrelation	MESH:"Disseminated Intravascular Coagulation"
CHEBI:Thrombin	positiveCorrelation	MESH:Hemolysis
CHEBI:Trolox	decreasesAmountOf	GO:"cell migration"
CHEBI:Trolox	decreasesAmountOf	GO:"cell proliferation"
CHEBI:Trolox	decreasesAmountOf	MESH:"Lipid Peroxidation"
CHEBI:acetylcysteine	decreasesAmountOf	MGI:Slc40a1
CHEBI:acetylcysteine	negativeCorrelation	HP:"Impaired myocardial contractility"
CHEBI:acetylcysteine	negativeCorrelation	MESH:"Reactive Oxygen Species"
CHEBI:acetylcysteine	partOf	complex(a(CHEBI:acetylcysteine), a(CHEBI:heme))
CHEBI:allopurinol	partOf	complex(a(CHEBI:allopurinol), a(CHEBI:heme))
CHEBI:antioxidant	negativeCorrelation	CHEBI:heme
CHEBI:antioxidant	positiveCorrelation	CHEBI:"carbon monoxide"
CHEBI:antioxidant	positiveCorrelation	CHEBI:bilirubin
CHEBI:apocynin	decreasesAmountOf	GO:"necroptotic process"
CHEBI:apocynin	decreasesAmountOf	HGNC:TNF
CHEBI:apocynin	partOf	complex(a(CHEBI:apocynin), a(CHEBI:heme))
CHEBI:argatroban	decreases	MESH:"Disseminated Intravascular Coagulation"
CHEBI:argatroban	decreases	MESH:Hemolysis
CHEBI:argatroban	decreasesAmountOf	HM:schistocytosis
CHEBI:bilirubin	positiveCorrelation	CHEBI:antioxidant
CHEBI:bilirubin	positiveCorrelation	MESH:"Porphyria, Erythropoietic"
CHEBI:biliverdin	partOf	complex(a(CHEBI:"carbon monoxide"), a(CHEBI:"iron(2+)"), a(CHEBI:biliverdin))
CHEBI:biliverdin	positiveCorrelation	CHEBI:heme
CHEBI:cadmium	negativeCorrelation	GO:"erythrocyte differentiation"
CHEBI:ceramide	increasesAmountOf	MESH:Eryptosis
CHEBI:cholesterol	positiveCorrelation	HM:"Atheroma lipid"
CHEBI:coproporphyrin	positiveCorrelation	MESH:"Porphyria, Erythropoietic"
CHEBI:dibenziodolium	decreasesAmountOf	GO:"cell migration"
CHEBI:dibenziodolium	decreasesAmountOf	GO:"cell proliferation"
CHEBI:dibenziodolium	decreasesAmountOf	GO:"necroptotic process"
CHEBI:dibenziodolium	decreasesAmountOf	HGNC:TNF
CHEBI:dibenziodolium	decreasesAmountOf	MESH:"Reactive Oxygen Species"
CHEBI:dityrosine	positiveCorrelation	HM:"ruptured complicated lesions"
CHEBI:enflurane	decreasesAmountOf	MESH:"Nitric Oxide Synthase"
CHEBI:glucose	negativeCorrelation	MESH:Hemolysis
CHEBI:glucose	positiveCorrelation	MGI:Prdx2
CHEBI:glutathione	negativeCorrelation	MESH:"Oxidative Stress"
CHEBI:halothane	decreasesAmountOf	MESH:"Nitric Oxide Synthase"
CHEBI:heme	activityDirectlyNegativelyRegulatesActivityOf	CHEBI:antioxidant
CHEBI:heme	activityDirectlyNegativelyRegulatesActivityOf	HGNC:F8
CHEBI:heme	activityDirectlyNegativelyRegulatesActivityOf	HGNC:NR3C1
CHEBI:heme	activityDirectlyNegativelyRegulatesActivityOf	PFAM:C1q
CHEBI:heme	activityDirectlyNegativelyRegulatesActivityOf	PFAM:Proteasome
CHEBI:heme	activityDirectlyPositivelyRegulatesActivityOf	CHEBI:Peroxidase
CHEBI:heme	activityDirectlyPositivelyRegulatesActivityOf	HGNC:TLR4
CHEBI:heme	activityDirectlyPositivelyRegulatesActivityOf	MGI:Cdc42
CHEBI:heme	activityDirectlyPositivelyRegulatesActivityOf	PFAM:"Pkinase_C"
CHEBI:heme	association	HP:Thrombophlebitis
CHEBI:heme	association	MESH:"Blood Coagulation Disorders"
CHEBI:heme	decreasesAmountOf	CHEBI:"adenosine triphosphate"
CHEBI:heme	decreasesAmountOf	CHEBI:"nitric oxide"
CHEBI:heme	decreasesAmountOf	CHEBI:ATP
CHEBI:heme	decreasesAmountOf	CHEBI:glutathione
CHEBI:heme	decreasesAmountOf	GO:"cellular respiration"
CHEBI:heme	decreasesAmountOf	GO:"complement activation, classical pathway"
CHEBI:heme	decreasesAmountOf	GO:"neutrophil apoptotic process"
CHEBI:heme	decreasesAmountOf	HGNC:ARG1
CHEBI:heme	decreasesAmountOf	HGNC:CD46
CHEBI:heme	decreasesAmountOf	HGNC:CD55
CHEBI:heme	decreasesAmountOf	HGNC:F5
CHEBI:heme	decreasesAmountOf	HGNC:F8
CHEBI:heme	decreasesAmountOf	HGNC:IL10
CHEBI:heme	decreasesAmountOf	HGNC:MRC1
CHEBI:heme	decreasesAmountOf	HGNC:SELL
CHEBI:heme	decreasesAmountOf	HGNC:TFRC
CHEBI:heme	decreasesAmountOf	HP:"glucose metabolic process"
CHEBI:heme	decreasesAmountOf	MESH:"Erythrocyte Count"
CHEBI:heme	decreasesAmountOf	MESH:Fibrin
CHEBI:heme	decreasesAmountOf	MESH:Vasodilation
CHEBI:heme	decreasesAmountOf	MGI:Col1a1
CHEBI:heme	decreasesAmountOf	MGI:Tfrc
CHEBI:heme	decreasesAmountOf	PFAM:Proteasome
CHEBI:heme	increases	HM:"Endothelial dysfunction"
CHEBI:heme	increases	HM:"Oxidative damage"
CHEBI:heme	increases	HM:"vaso-occlusive crisis"
CHEBI:heme	increases	MESH:"Acute Kidney Injury"
CHEBI:heme	increases	MESH:"Thrombotic Microangiopathies"
CHEBI:heme	increases	MESH:"Vascular System Injuries"
CHEBI:heme	increases	MESH:Atherosclerosis
CHEBI:heme	increases	MESH:Inflammation
CHEBI:heme	increases	MESH:Thrombophlebitis
CHEBI:heme	increasesAmountOf	CHEBI:"iron(2+)"
CHEBI:heme	increasesAmountOf	CHEBI:"leukotriene B4"
CHEBI:heme	increasesAmountOf	CHEBI:hydroperoxide
CHEBI:heme	increasesAmountOf	GO:"cell proliferation"
CHEBI:heme	increasesAmountOf	GO:"complement activation"
CHEBI:heme	increasesAmountOf	GO:"complement activation, alternative pathway"
CHEBI:heme	increasesAmountOf	GO:"endothelial cell activation"
CHEBI:heme	increasesAmountOf	GO:"inflammatory response"
CHEBI:heme	increasesAmountOf	GO:"necroptotic process"
CHEBI:heme	increasesAmountOf	GO:"neutrophil activation"
CHEBI:heme	increasesAmountOf	GO:"neutrophil migration"
CHEBI:heme	increasesAmountOf	GO:"nitric oxide storage"
CHEBI:heme	increasesAmountOf	GO:"platelet activation"
CHEBI:heme	increasesAmountOf	GO:"positive regulation of membrane permeability"
CHEBI:heme	increasesAmountOf	GO:vasoconstriction
CHEBI:heme	increasesAmountOf	HGNC:C3
CHEBI:heme	increasesAmountOf	HGNC:CD14
CHEBI:heme	increasesAmountOf	HGNC:CD86
CHEBI:heme	increasesAmountOf	HGNC:CXCL10
CHEBI:heme	increasesAmountOf	HGNC:CXCL8
CHEBI:heme	increasesAmountOf	HGNC:DNAJB1
CHEBI:heme	increasesAmountOf	HGNC:F3
CHEBI:heme	increasesAmountOf	HGNC:FTH1
CHEBI:heme	increasesAmountOf	HGNC:FTL
CHEBI:heme	increasesAmountOf	HGNC:HMOX1
CHEBI:heme	increasesAmountOf	HGNC:HSPA1A
CHEBI:heme	increasesAmountOf	HGNC:HSPA1B
CHEBI:heme	increasesAmountOf	HGNC:HSPA4
CHEBI:heme	increasesAmountOf	HGNC:HSPA5
CHEBI:heme	increasesAmountOf	HGNC:HSPE1
CHEBI:heme	increasesAmountOf	HGNC:HSPH1
CHEBI:heme	increasesAmountOf	HGNC:ICAM1
CHEBI:heme	increasesAmountOf	HGNC:IL1B
CHEBI:heme	increasesAmountOf	HGNC:IL6
CHEBI:heme	increasesAmountOf	HGNC:LRP1
CHEBI:heme	increasesAmountOf	HGNC:NFKB1
CHEBI:heme	increasesAmountOf	HGNC:NLRP3
CHEBI:heme	increasesAmountOf	HGNC:NOD1
CHEBI:heme	increasesAmountOf	HGNC:NOD2
CHEBI:heme	increasesAmountOf	HGNC:SELE
CHEBI:heme	increasesAmountOf	HGNC:SELP
CHEBI:heme	increasesAmountOf	HGNC:SYK
CHEBI:heme	increasesAmountOf	HGNC:TLR2
CHEBI:heme	increasesAmountOf	HGNC:TLR4
CHEBI:heme	increasesAmountOf	HGNC:TLR5
CHEBI:heme	increasesAmountOf	HGNC:TLR9
CHEBI:heme	increasesAmountOf	HGNC:TNF
CHEBI:heme	increasesAmountOf	HGNC:VCAM1
CHEBI:heme	increasesAmountOf	HGNC:VIM
CHEBI:heme	increasesAmountOf	HGNC:VWF
CHEBI:heme	increasesAmountOf	HGNC:XBP1
CHEBI:heme	increasesAmountOf	HM:"macrophage M1 polarization"
CHEBI:heme	increasesAmountOf	HM:"oxidative reactions"
CHEBI:heme	increasesAmountOf	INTERPRO:"Glutathione Transferase family"
CHEBI:heme	increasesAmountOf	INTERPRO:"Thioredoxin reductase"
CHEBI:heme	increasesAmountOf	MESH:"Cell Adhesion Molecules"
CHEBI:heme	increasesAmountOf	MESH:"Complement C3a"
CHEBI:heme	increasesAmountOf	MESH:"Complement C5a"
CHEBI:heme	increasesAmountOf	MESH:"Complement Membrane Attack Complex"
CHEBI:heme	increasesAmountOf	MESH:"Lipid Peroxidation"
CHEBI:heme	increasesAmountOf	MESH:"Macrophage Activation"
CHEBI:heme	increasesAmountOf	MESH:"Oxidative Stress"
CHEBI:heme	increasesAmountOf	MESH:"Platelet Aggregation"
CHEBI:heme	increasesAmountOf	MESH:"Reactive Oxygen Species"
CHEBI:heme	increasesAmountOf	MESH:"Toxic Actions"
CHEBI:heme	increasesAmountOf	MESH:Apoptosis
CHEBI:heme	increasesAmountOf	MESH:Cytokines
CHEBI:heme	increasesAmountOf	MESH:Eryptosis
CHEBI:heme	increasesAmountOf	MGI:Blvrb
CHEBI:heme	increasesAmountOf	MGI:F3
CHEBI:heme	increasesAmountOf	MGI:Fth1
CHEBI:heme	increasesAmountOf	MGI:Ftl1
CHEBI:heme	increasesAmountOf	MGI:Gclc
CHEBI:heme	increasesAmountOf	MGI:Gsr
CHEBI:heme	increasesAmountOf	MGI:Hmox1
CHEBI:heme	increasesAmountOf	MGI:Hspa2
CHEBI:heme	increasesAmountOf	MGI:Icam1
CHEBI:heme	increasesAmountOf	MGI:Il1b
CHEBI:heme	increasesAmountOf	MGI:Slc40a1
CHEBI:heme	increasesAmountOf	MGI:Spic
CHEBI:heme	increasesAmountOf	MGI:Sqstm1
CHEBI:heme	increasesAmountOf	MGI:Treml4
CHEBI:heme	increasesAmountOf	MGI:Vcam1
CHEBI:heme	increasesAmountOf	MGI:Vwf
CHEBI:heme	increasesAmountOf	PFAM:FPN1
CHEBI:heme	increasesAmountOf	PFAM:ubiquitin
CHEBI:heme	increasesAmountOf	RGD:Hmox1
CHEBI:heme	increasesAmountOf	RGD:Tnf
CHEBI:heme	increasesAmountOf	SCOMP:"MHC Class II Complex"
CHEBI:heme	negativeCorrelation	CHEBI:"deoxyribonucleic acid"
CHEBI:heme	negativeCorrelation	CHEBI:"iron(2+)"
CHEBI:heme	negativeCorrelation	CHEBI:"nitric oxide"
CHEBI:heme	negativeCorrelation	CHEBI:antioxidant
CHEBI:heme	negativeCorrelation	GO:"cellular homeostasis"
CHEBI:heme	negativeCorrelation	GO:"engulfment of apoptotic cell"
CHEBI:heme	negativeCorrelation	MESH:"Antibody Specificity"
CHEBI:heme	negativeCorrelation	MESH:"Cell Survival"
CHEBI:heme	negativeCorrelation	MESH:"Glomerular Filtration Barrier"
CHEBI:heme	negativeCorrelation	MESH:Phagocytosis
CHEBI:heme	negativeCorrelation	MGI:Hmox1
CHEBI:heme	negativeCorrelation	MGI:Hpx
CHEBI:heme	negativeCorrelation	MGI:Prdx2
CHEBI:heme	negativeCorrelation	MGI:Sqstm1
CHEBI:heme	partOf	complex(a(CHEBI:"carbon monoxide"), a(CHEBI:heme), p(HGNC:FGA))
CHEBI:heme	partOf	complex(a(CHEBI:"desferrioxamine B"), a(CHEBI:heme))
CHEBI:heme	partOf	complex(a(CHEBI:"hydrogen peroxide"), a(CHEBI:heme))
CHEBI:heme	partOf	complex(a(CHEBI:"hydrogen peroxide"), a(CHEBI:heme), a(CHEBI:nitrite))
CHEBI:heme	partOf	complex(a(CHEBI:"iron(2+)"), a(CHEBI:heme), a(MESH:"Reactive Oxygen Species"))
CHEBI:heme	partOf	complex(a(CHEBI:acetylcysteine), a(CHEBI:heme))
CHEBI:heme	partOf	complex(a(CHEBI:allopurinol), a(CHEBI:heme))
CHEBI:heme	partOf	complex(a(CHEBI:apocynin), a(CHEBI:heme))
